ORF,elu_mean,elu_std,elu_range,elu_missing_ratio,elu_autocorr_lag1,elu_autocorr_lag2,elu_peak_count,elu_ls_dominant_period,elu_ls_max_power,elu_ls_band_power,elu_sin_amplitude,elu_sin_freq,elu_sin_phase
YAL041W,-0.0007142857142857116,0.1921109904535949,0.73,0.0,0.003569176170189572,-0.281473200351349,4,122.68844221105529,0.35053537994699363,4.4274638029752555,0.1574442022800258,0.0016666666666671338,1.9919583462768338
YAL042W,-0.000714285714285698,0.2946054088756272,1.0899999999999999,0.0,0.679457885054598,0.6631368326747483,5,521.4321608040202,0.7478863564047464,1.1896365626594525,0.0015714754618383153,0.005661539040378852,9.802462878869324e-10
YAL043C,0.0,0.24567690745599768,0.86,0.0,-0.35228220847167063,0.18881475300727038,4,21.55778894472362,0.5800908654103756,4.528668538196606,0.15715990899329385,0.002687577294182986,4.56630267318166e-19
YAL043C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL044C,1.1895246692412391e-17,0.34752183898487377,1.23,0.0,0.49583372623287403,0.11106516590431167,3,258.4924623115578,0.4229162986324782,1.1461568484177462,0.3578679923717861,0.003787164894314407,0.14027406148665755
YAL045C,0.0014285714285714268,0.22787393578960474,0.9500000000000001,0.0,-0.10452610319694,0.017619424087545008,4,307.6130653266332,0.3273186487487729,4.390648829832772,0.19358090166671998,0.0032511789758478573,2.252031979066148
YAL046C,7.93016446160826e-18,0.19438547858755884,0.69,0.0,0.31796972383275135,0.403892126026896,4,30.22613065326633,0.46582921403144134,1.6112908621089246,8.388192706000824e-18,0.006259484376200438,1.0074444396253595
YAL047C,0.0,0.21061135500523911,0.8400000000000001,0.0,0.34366181457054207,-0.31288834459509596,3,145.80402010050253,0.45616896190316947,1.8163917366520976,0.09705059174888915,0.004935118425657238,6.218016218099502e-08
YAL048C,-0.0015384615384615276,0.2625275415250209,1.0,0.07142857142857142,0.12202538757132111,-0.5892652578569697,2,223.81909547738695,0.48116672025691515,3.7512770965288125,0.25007620725526974,0.004454081959919956,1.6441248707307108
YAL049C,-0.0007142857142857149,0.28285443721649695,1.12,0.0,0.14697895295057434,0.08843474788636735,3,472.31155778894475,0.4715558607763238,3.865937868068714,0.4000104571053526,0.001666666666666669,2.4713180645425195
YAL051W,0.0007692307692307763,0.837730097332268,3.87,0.07142857142857142,-0.0910782380014086,0.44413002288772435,4,59.12060301507538,0.3941343418159602,4.592242815719938,0.5096151935651184,0.004335027650738019,1.7303278426689839
YAL053W,0.0014285714285714398,0.24821813974397433,0.84,0.0,0.3410672198011038,-0.11908036451038927,3,122.68844221105529,0.4636485229061548,2.811183578614118,0.2040351697996249,0.0019964125897654074,3.579883617809771
YAL054C,-0.0007142857142856753,0.9092105232069215,2.67,0.0,0.46530070555559944,0.21181717046694828,4,550.3266331658292,0.4627541023628343,1.2304064651794486,0.7985273906901394,0.0017873174012692974,3.9453324439013255
YAL055W,-6.443258625056712e-18,0.3149376355498248,1.38,0.0,0.2912480828884513,0.1411554824302426,3,15.77889447236181,0.40107540427880933,1.9232727016967597,0.2966844224399986,0.003305196916050392,1.2591575224997231
YAL056W,0.0,0.38598667630595,1.75,0.0,0.08576272814654315,-0.5566195715666219,3,99.57286432160805,0.35751679435682604,3.757934103624259,0.2273045057344851,0.002638034817269986,2.7401977275980336
YAL058C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL058W,3.345538132240985e-18,0.2189911935607066,0.9199999999999999,0.0,-0.16484271350960886,0.08041212760387967,4,50.45226130653266,0.3453657904898551,3.1106702744435872,0.03652679803046135,0.004682532049012786,5.258313116903234e-29
YAL059W,4.937289893164759e-18,0.4813922117550943,2.08,0.07142857142857142,0.3094501214611736,0.025523557818077386,3,345.17587939698495,0.4869012489714503,2.3258927555844466,0.46147467727450187,0.0016666666666666787,2.9920892287016717e-30
YAL060W,0.0007142857142857229,0.4915930995347718,1.67,0.0,0.3713512527337774,0.0414468474394299,3,408.74371859296485,0.4841691840215004,1.8845285966628569,0.47161345077490846,0.002669040468970966,1.780215056119647
YAL061W,5.124106267500723e-17,0.8261774813980534,2.96,0.07142857142857142,0.3466792525658906,-0.08079839415504719,2,440.5276381909548,0.5755008266925605,2.5447058751855045,1.2557891624640363,0.001666666666666667,2.5417049185221
YAL062W,-0.0015384615384615536,0.4054977217776493,1.79,0.07142857142857142,0.36875201450631273,0.1546742013819501,3,527.2110552763819,0.5456459470005367,3.3821464890165305,0.5184525505613975,0.0016666666666676733,1.9224257051430584
YAL063C,-0.000714285714285707,0.2552439809200569,0.8300000000000001,0.0,0.5486337905984545,0.2883721878384411,3,509.8743718592965,0.644468211040841,1.7292440203946036,0.04685058528420182,0.0041321707386705545,1.1503837375997444e-05
YAL064C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL064W,0.0,0.2125693164257586,0.78,0.0,-0.823207783558992,0.7403752767106343,5,59.12060301507538,0.773809848761507,4.591078671363772,0.07679615698106869,0.002430099252461677,2.471595638569081
YAL064W-B,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL065C,0.0007142857142857149,0.1928161332059374,0.72,0.0,0.08657315844976532,0.10232900175859701,4,47.56281407035176,0.3214089451481192,2.992757896699375,0.1375784701899207,0.007160963624369391,2.0651473525562762
YAL066W,0.0,0.30230070176186213,1.1099999999999999,0.0,-0.5246427614743734,0.13491675993096544,2,50.45226130653266,0.5254893510779333,5.151968112084539,0.21121692644187307,0.023875665658914098,1.1615110452201147
YAL067C,-3.96508223080413e-18,0.2007130147392398,0.71,0.0,0.44065899097837957,0.34846658136311986,5,480.97989949748745,0.6044173559201751,2.111489196210068,0.07845490781869176,0.004559587722798471,3.597334124250445e-13
YAL068C,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL069W,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAR002C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAR002W,0.0,0.2719768897745332,1.01,0.0,-0.08546531014160777,-0.25055206335154834,4,82.23618090452261,0.522591011091954,4.012527110970236,0.03786436516610221,0.004225102871858025,0.0005010962215182907
YAR003W,1.784287003861859e-17,0.3073155660601284,1.18,0.0,0.5945913273778822,0.5151974741397576,3,454.9748743718593,0.689281753067666,1.2345442345730309,0.15112295045429416,0.001666666666666667,1.5036768540371738e-27
YAR007C,0.000714285714285713,0.41893511747412776,1.37,0.0,0.49985365232776086,0.44736244468917635,3,437.6381909547739,0.6259388120727298,1.7129124599577306,0.17219647064827345,0.012593487777254221,3.846323575621039e-18
YAR008W,3.96508223080413e-18,0.3128897569432403,1.15,0.0,0.21483004330788194,-0.13237891953140601,4,148.69346733668343,0.4198306930657339,1.7921027971181744,0.2695282231147794,0.00166666666666792,3.9806294817857546e-13
YAR009C,5.9476233462061954e-18,0.2489693039025379,0.9099999999999999,0.0,0.5340500234921227,0.5310283726411833,4,530.1005025125628,0.625963118946934,1.7376000601288857,0.31298851643313746,0.0016666666666666674,1.8877430549691918
YAR010C,3.96508223080413e-18,0.2594774969598933,0.91,0.0,0.026848848054694077,0.27743527510402094,4,489.6482412060302,0.39484201666875396,3.595238633838681,0.29439099168830174,0.0016666666666681454,2.1585716852315335
YAR014C,0.0007692307692307485,0.39998964483637744,1.59,0.07142857142857142,0.06358430896507526,0.18170525201517213,5,30.22613065326633,0.35626660542502,3.1334045892290767,0.22171420083888835,0.005422204933933638,3.343930786855003e-17
YAR015W,-0.0015384615384615367,0.21335582968171177,0.8400000000000001,0.07142857142857142,-0.01391895627479286,-0.07565549188697222,3,229.59798994974875,0.46188853318962375,3.7419679046157017,0.22147072466259748,0.004165355876368423,7.879841422393196e-20
YAR018C,-0.0007142857142857308,0.5286703575374503,1.46,0.0,0.8015949094702804,0.6733291551210188,4,567.6633165829146,0.82783974763532,0.45856124313183655,0.6167488537000478,0.0017582032605886967,4.184213529418564
YAR019C,0.0007142857142857229,0.26652430298498603,1.03,0.0,-0.03372852492021378,0.0670939526555731,4,93.79396984924624,0.3691077370141464,4.143412157667646,0.3090215074812017,0.001666666666666667,2.3105019767796766
YAR020C,5.9476233462061954e-18,0.25743237669615016,0.8999999999999999,0.0,-0.212163966238753,0.45531835911862206,4,59.12060301507538,0.3789986452598891,3.2176653259611445,0.14169775685908675,0.004143660492160867,2.453262554575204
YAR023C,0.0014285714285714377,0.23064682782053056,0.8999999999999999,0.0,0.36453367118510194,0.01438128615871123,3,521.4321608040202,0.4980114746610392,3.1787263610963152,0.23738206188014,0.0016666666666668277,1.722883796783465
YAR027W,-0.0007142857142857149,0.45438285125013694,1.83,0.0,0.42498012408560876,0.34211786286654705,4,440.5276381909548,0.523307177389232,2.2019134108827965,0.676088155586245,0.001666666666666667,2.6419141485524507
YAR028W,0.0007142857142857169,0.44884716275164765,1.97,0.0,0.16260651949848615,0.07702357162221841,2,59.12060301507538,0.2792443350971013,3.5136454652935516,0.32015715443660464,0.0032022547323379493,1.7537986360155178
YAR029W,1.982541115402065e-18,0.22232537288526344,0.81,0.0,0.05620403457318156,-0.3237131606173537,4,180.47738693467338,0.5463378708309453,2.9185597790606246,0.18255971298966464,0.004600458739983454,4.383267092593248e-14
YAR030C,0.0007142857142857001,0.22663577720696285,1.03,0.0,0.3221367475883863,0.05971134196894657,1,30.22613065326633,0.42831791060443525,2.587978633032064,0.2206065609376915,0.001666666666666667,1.7320030843974674
YAR031W,-0.0014285714285714218,0.3078463703783139,1.15,0.0,0.2678327804443024,0.4367303540977613,4,454.9748743718593,0.4962294678134494,2.9244341027790486,0.45185049337388083,0.001666666666667155,2.6013542806832017
YAR033W,0.0014285714285714264,0.39849461625431465,1.67,0.0,0.6656750718103442,0.402691234957816,1,466.53266331658295,0.5505431769746036,1.923130237034405,0.6135068183306367,0.001666666666666667,2.4882781606889637
YAR035W,-1.586032892321652e-17,0.3506524530887284,1.1400000000000001,0.0,0.6197357173459074,0.4012265467769311,3,547.4371859296483,0.6276942853049459,1.3107078495290936,0.36918460137413606,0.0016908531132672478,3.87747356662451
YAR037W,0.0014285714285714377,0.5409364518110784,1.65,0.0,0.6624910659967651,0.2674148481994283,4,382.7386934673367,0.6963054474129932,0.9040167483164843,0.6645981991615343,0.002611899781267973,2.8275491423162733
YAR040C,-0.000714285714285713,0.3727784536560611,1.1800000000000002,0.0,0.6723715204103444,0.17556522546278375,3,405.85427135678395,0.6155235104052894,0.64565749998448,0.4206754424114297,0.0024633669160853467,3.134125363522453
YAR042W,1.586032892321652e-17,0.3626686799664005,1.28,0.0,0.36917867323441556,0.3643279754009681,4,405.85427135678395,0.6243410663232953,2.154052325528403,0.4109955508092424,0.0024661498008178477,2.911112856665869
YAR043C,-0.000714285714285707,0.21975519775144234,0.8,0.0,-0.2708729997420085,0.5166381778512711,4,59.12060301507538,0.515984793872952,3.9119788770700996,0.18487309070706265,0.002738781978818508,2.4144973929020614
YAR044W,0.0014285714285714457,0.3842033900136218,1.1600000000000001,0.0,0.3290197197708887,0.12434374074084562,3,428.9698492462312,0.5329084354057689,2.7254882619333936,0.39312200207356934,0.00233127643965069,3.128931332125898
YAR047C,0.0007142857142857199,0.2719628200879747,1.01,0.0,-0.16089036329602996,-0.08849119918261719,5,73.5678391959799,0.3910673883990039,4.169845979789377,0.024430155990108175,0.0037417715619196996,1.9641596779480447e-22
YAR050W,-0.0007142857142857248,0.29934366980623,0.98,0.0,0.6281568903386126,0.4633630172108963,4,521.4321608040202,0.7230988040606977,1.5903369704775472,1.727639310955868,0.016651058146915997,2.2173714753408256e-33
YAR052C,-0.0014285714285714318,0.14080671366183115,0.46,0.0,-0.03272417332590139,-0.5692424656921589,2,105.35175879396985,0.6662271087950218,5.943292558136129,0.07968789864105785,0.002707952254130394,5.786113313285602e-29
YAR053W,0.001428571428571428,0.2249716535431946,0.79,0.0,-0.4442604532272996,0.1940557310570874,5,21.55778894472362,0.5653589671993337,4.274727301248913,0.13250876930204733,0.0032016817811683002,3.3839085191640477
YAR060C,0.000714285714285713,0.1877484748164905,0.71,0.0,-0.26659742166346595,0.3643838171250986,5,10.0,0.44635451328198783,4.199844553628306,0.06597040581047303,0.007897553578995114,1.8743531161536606e-16
YAR061W,0.0007142857142857188,0.1976817169707148,0.6799999999999999,0.0,0.044056950685293195,-0.04043742418098911,4,99.57286432160805,0.3870189603950819,4.0174558805655884,0.08527679788675921,0.0040584874224107136,1.6251141777585625e-10
YAR062W,-0.0007142857142857229,0.52961528201023,2.34,0.0,0.04745544455680342,-0.4589099325544197,4,148.69346733668343,0.4216602098137729,3.60846148066403,0.1886029031126825,0.0037824613041719003,4.541403923541063e-22
YAR064W,-0.001428571428571426,0.2516760146031612,1.02,0.0,-0.14584791286960927,0.2819932996424499,5,64.89949748743719,0.3862958910443652,3.964670344321263,0.21743164625031833,0.0021497908303330132,1.5405651649918104
YAR066W,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAR068W,0.0007142857142857149,0.35210518488725756,1.0,0.0,0.17808998893442088,0.17998568850354651,3,431.8592964824121,0.39819047811449515,2.5176578550749213,0.3135708568588125,0.0022904620102181085,2.7699955075337237
YAR069C,0.0007142857142857367,0.2510965746399548,0.9299999999999999,0.0,0.1632021765550104,0.22393416236751806,2,440.5276381909548,0.40097474039428654,3.7330499336956957,0.21985303206824847,0.002257554080535337,0.09684217657554799
YAR070C,-0.0014285714285714418,0.5014672349766254,2.12,0.0,-0.16704064300489116,-0.19612790067119532,4,41.78391959798995,0.3141739783719784,4.836830149517484,0.3114347276619883,0.003978899468397533,0.49755405652240214
YAR071W,0.000714285714285724,0.44941969385474173,2.13,0.0,-0.24580082633467357,-0.14054936284614364,3,125.57788944723619,0.335981752590258,4.339818090968459,0.27358644491774375,0.002721983563044485,2.4432165730802577e-30
YAR073W,0.0021428571428571547,0.562839466727523,2.24,0.0,0.7379275595265902,0.3350731209575134,3,495.427135678392,0.5990264485975278,1.8186559473039698,0.11370869767619457,0.021107074054971826,1.1719262908243612e-41
YAR074C,0.000714285714285697,0.43940648746290695,1.8,0.0,0.6581358420425736,0.3642291670510885,4,478.09045226130655,0.6200967066013072,1.8189111219138072,0.19210479023655536,0.030013921240076034,8.53086770875631e-28
YAR075W,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YBL001C,0.0,0.32191391928366725,1.24,0.0,0.30708140734178857,0.26846114015047884,4,518.5427135678392,0.4265471122140716,1.7754039587683803,0.2834630692884516,0.0017808266872760283,4.514667117735361
YBL002W,4.7580986769649563e-17,0.8635971282953643,2.8099999999999996,0.0,0.8635598074543346,0.5652633248244425,2,457.86432160804026,0.8950068185264842,0.6576662069680155,1.0070238534616438e-11,0.0499999208549093,1.8582973248535574e-20
YBL003C,7.93016446160826e-18,0.7232071428218692,2.66,0.0,0.6488397694153218,0.3052909978886055,3,457.86432160804026,0.7652049265467835,1.8080712018034601,0.018710022085849563,0.004872129097664733,9.983536380554718e-05
YBL004W,-0.0007142857142857109,0.4929860079978261,1.69,0.0,0.5836963656440962,0.3631069531299312,4,428.9698492462312,0.7926148682247982,1.5381318680937535,0.00968368908510832,0.00721519413880185,5.162546566647732e-10
YBL005W,0.0007142857142857109,0.1775815420634494,0.74,0.0,-0.2578748310910407,0.32340478054321314,4,59.12060301507538,0.45334187478108684,4.5337063457239966,0.12419517380502341,0.002133122726070444,1.0233639892430193
YBL005W-A,-0.001428571428571428,0.2562325155807052,0.8300000000000001,0.0,-0.2871055902840953,-0.28013080264555745,4,128.4673366834171,0.5215926875410235,4.388832023575403,0.0665559473684687,0.003488737787091249,7.405170807191605e-18
YBL005W-B,0.0007142857142857169,0.24903999350977132,0.8400000000000001,0.0,-0.3809847861643232,-0.5507939021992699,3,79.34673366834171,0.5477240842516462,5.300650626623422,0.08302076628505074,0.001666666666666667,2.2617395376694103
YBL006C,3.96508223080413e-18,0.22264642052238023,0.8200000000000001,0.0,-0.039924932359317274,-0.36219304641285377,3,111.13065326633166,0.48887752864660394,4.927768497698861,0.13849945903390812,0.002606437429847475,2.7366729968203227
YBL007C,1.982541115402065e-18,0.1805942571464711,0.67,0.0,-0.1390164187983663,-0.023784255436347695,4,47.56281407035176,0.4339469067421522,4.021408571095849,0.12867448784366398,0.0026175592376621168,2.2693767893970587
YBL008W,0.0007142857142856832,0.5118658346217895,2.1399999999999997,0.0,-0.4000654384822004,-0.3179541734924443,4,85.12562814070353,0.4394768102741224,5.366710301800302,0.2981842072922499,0.007631026155848294,0.2107204640313781
YBL009W,3.96508223080413e-18,0.4846500946927735,1.5699999999999998,0.0,0.6790437885370353,0.4468978673691773,5,428.9698492462312,0.7924670511518707,1.1552521550085464,0.04933216608762849,0.009053905874853692,2.2908441553647843e-19
YBL010C,-9.912705577010326e-18,0.3353463028827705,1.4,0.0,0.2317960007306983,0.5649001637977611,5,460.75376884422116,0.5038038508526455,2.461297535265235,0.3523286618949545,0.016511967286612503,1.2280825367404924e-32
YBL011W,-2.0816681711721685e-17,0.48068403640764157,1.41,0.0,0.8221194995382116,0.7542756182523991,4,518.5427135678392,0.8322814126529583,0.7853236744376616,0.46806836555542797,0.030671084667341177,5.686782227059816e-25
YBL012C,-0.0014285714285714249,0.2845009952997188,1.05,0.0,0.7002116730748837,0.6113556526901739,3,506.9849246231156,0.7462720745113786,1.3910722550544157,0.11972478844266127,0.02824161273949654,1.1778851163757863e-30
YBL013W,0.0014285714285714338,0.23814332847669528,0.73,0.0,0.1698715825593705,0.3999063385981291,3,489.6482412060302,0.39828573439184334,2.385973326243238,0.16632384909375014,0.003797652847383982,3.1095455196797723
YBL014C,-0.0021428571428571447,0.21977841345411556,0.87,0.0,0.33146000354537253,0.02744699178201264,4,316.2814070351759,0.3424470689578519,1.9711531196432743,0.15884380598823675,0.001666666666666667,1.6031016757819358e-29
YBL015W,2.577303450022685e-17,0.4934282405491487,1.48,0.0,0.5532811794599273,0.17162170378437444,3,564.7738693467337,0.5199426223536113,0.9102741395129609,0.4585827164208866,0.0017355786900429184,4.300109892709554
YBL016W,-1.982541115402065e-18,0.2649797835954391,1.17,0.0,0.005766633672795513,0.1372022171874976,3,70.678391959799,0.3406779808427239,3.011089575296892,0.11387197849492701,0.0016666666666677035,4.904009992742567e-30
YBL017C,-0.0007142857142857122,0.28305638725763976,0.89,0.0,0.03495611076586993,-0.10150734366749932,3,174.69849246231158,0.3706315735271283,2.1722871931651375,0.20838355774219658,0.004976761749167326,3.299471886222428e-14
