ORF,alpha_mean,alpha_std,alpha_range,alpha_missing_ratio,alpha_autocorr_lag1,alpha_autocorr_lag2,alpha_peak_count,alpha_ls_dominant_period,alpha_ls_max_power,alpha_ls_band_power,alpha_sin_amplitude,alpha_sin_freq,alpha_sin_phase
YAL023C,-0.0016666666666666744,0.3975096085491379,1.75,0.0,0.6076062912788877,0.09256840092097846,3,61.65075376884422,0.7034769789459754,23.26658733734906,0.16798202934706294,0.012558652166519734,1.0332819624428052e-27
YAL024C,-0.0005555555555555561,0.2135538501492779,0.78,0.0,-0.021598214580649457,-0.08474596810873261,6,38.78894472361809,0.323465930747922,8.491508060519012,0.0912474984754949,0.012490168621448038,6.508959001417804e-34
YAL025C,-0.0005555555555555514,0.4657189450757496,2.2,0.0,0.3505886890711709,0.26147219782979836,5,72.65829145728642,0.4236293656409545,22.13046310746669,2.3044801906903913,0.0016666666666666971,0.7152527033267555
YAL026C,-0.0005555555555555561,0.2805247507840781,1.17,0.0,-0.40224665096462425,0.347100670480936,5,13.386934673366834,0.36014221410343733,7.227166570971001,0.1442048878769456,0.00799915705793122,3.403863240274822
YAL027W,-0.0011111111111111105,0.23177788430806115,0.8200000000000001,0.0,-0.3033677296484467,-0.13308102316154638,3,15.08040201005025,0.3356080893056264,4.350805768647882,0.08034396146892854,0.0016666666666845758,1.0343152739692456e-10
YAL028W,0.0005555555555555514,0.3471226523902886,1.4300000000000002,0.0,0.19834213181629326,-0.24261280442151667,4,65.88442211055276,0.4136078622684686,17.981162005564308,0.21813422473536587,0.012130543784549615,4.0703231973794975e-23
YAL029C,0.000555555555555553,0.3010439654532249,1.25,0.0,-0.16081563773556148,0.3297232674088429,6,13.386934673366834,0.35586954377713365,7.33517872679791,9.368398257795564e-08,0.011340225430039735,3.993225435176218e-05
YAL030W,2.3129646346357427e-18,0.1785434898778944,0.64,0.0,-0.029372505012963852,-0.4325390023605139,5,27.781407035175878,0.3636262954742727,6.639117548576399,0.04486209930413194,0.010789183163139985,7.134539476107816e-13
YAL031C,0.0005555555555555591,0.33746559038123874,1.22,0.0,-0.22887170847430097,0.16984187544143087,7,10.846733668341708,0.2755739813238206,6.550788772945303,0.21796407986776975,0.017263606021819002,1.741253124137788
YAL032C,-0.0011111111111111154,0.2173294705405415,0.96,0.0,-0.08446149289900876,-0.27572209808302167,5,30.321608040201003,0.4073668757558616,3.97162889244987,0.10984747635624283,0.006869821384245831,4.197132958934599
YAL033W,-6.530723674265627e-18,0.2618036983516242,0.8400000000000001,0.05555555555555555,0.07060298931406425,0.18988944469703967,5,33.70854271356784,0.32044075801978317,10.563170718215957,0.8181773772276068,0.001666666666666667,0.4329429323088117
YAL034C,-3.0839528461809902e-18,0.3869682731755208,1.58,0.0,-0.3836884628560012,-0.22496671272368185,5,18.467336683417084,0.4556839156529482,3.796835362893953,0.17970662252185743,0.017036787121969436,0.6133370307206151
YAL035C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL035W,-3.0839528461809902e-18,0.4159326868617084,1.6,0.0,0.42594494683678397,0.21073835033002256,4,170.87939698492463,0.481544806713393,11.344207274710561,0.9534794035309142,0.0027433945074509503,1.0075265119170413e-08
YAL036C,1.5419764230904951e-18,0.32702361450580975,1.24,0.0,0.3272191903526832,0.6944706887073006,6,153.94472361809045,0.4578554355995844,17.83824804721706,0.08860969965006367,0.049999999999999996,2.0555438273581252
YAL037W,0.0,0.13564659966250536,0.51,0.0,0.21875501851864596,0.4731106447630013,6,103.98743718592964,0.5145508539543172,25.97348170777943,0.14249009775309338,0.009093816196911585,1.996590247130873e-16
YAL038W,-0.0005555555555555653,0.24618132933587847,1.03,0.0,0.31420375446210375,0.5748114461522341,5,178.5,0.48365319490341196,9.438550392589022,0.5999470739210243,0.001666666666666667,4.166367132772999e-25
YAL039C,-0.0005555555555555499,0.2114361532793771,0.81,0.0,-0.14595864636236597,-0.09701521738857258,5,33.70854271356784,0.3337273785463633,5.173775599495124,0.5143329537070437,0.001666666666666667,3.847074809061444
YAL040C,0.0011111111111111213,0.5344040178750414,2.0700000000000003,0.0,0.43430690871206623,0.18991430195160056,4,63.34422110552764,0.7805303703310716,26.523254038838854,2.013135979937455,0.0016666666666894587,4.020289383908552
YAL041W,0.0011111111111111098,0.20237173959734178,0.86,0.0,0.20077587516181078,-0.26107893150191835,6,27.781407035175878,0.37867790368293663,13.900773394425793,0.042633818313978354,0.011094228883631135,1.1919858508660656e-18
YAL042W,0.0011111111111111174,0.18156385129966104,0.8200000000000001,0.0,0.23370175081918193,0.5530711251081972,6,68.42462311557789,0.4025069971387201,17.228240496300554,0.02162620814416128,0.010834333886601289,3.625413591058362e-13
YAL043C,0.0011111111111111098,0.17103894582127874,0.69,0.0,-0.2829103804271323,0.2156807561246503,7,15.08040201005025,0.43115417078526475,6.455034416428858,0.06656900454693221,0.00456984593114399,2.314824412379633e-18
YAL043C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL044C,-0.0016666666666666674,0.2221173363587613,1.08,0.0,0.03072068067012636,0.3163668919622986,4,76.89195979899498,0.3368084726684827,14.603737226495257,0.05340486209984152,0.010015639981581777,7.317579784110486e-18
YAL045C,0.0005555555555555622,0.2910225692321287,1.3399999999999999,0.0,-0.02524436605110806,0.05498661287549753,3,17.620603015075375,0.2604280095579868,8.631515500690584,0.04166997549662388,0.014929202541785197,3.4027583551159393e-13
YAL046C,-0.0005555555555555526,0.16074383424229244,0.65,0.0,0.1515320929425672,0.12508707688694118,6,127.69597989949747,0.2926018120220945,18.293953471637558,0.10684224280083159,0.04615870096817059,2.6346443295255395
YAL047C,-9.25185853854297e-18,0.26227635975987024,1.26,0.0,-0.1919664700204981,0.25894666415696055,6,13.386934673366834,0.3805782874665939,5.774099191691201,0.006571485684468346,0.01761214790287021,1.2368187728511848
YAL048C,-0.0005555555555555586,0.3023513817145398,1.39,0.0,-0.4197004546543243,0.23403601904141086,7,14.233668341708542,0.40022435159632874,4.923706213833676,0.302954236594916,0.0034397107624953363,3.5453957335617963
YAL049C,-3.0839528461809902e-18,0.19125317717041404,0.78,0.0,-0.015479819335757905,-0.09563077095601474,3,57.417085427135675,0.36491136477371544,11.027204495625462,0.12821399601889016,0.014279729447661942,2.0410657050422134e-15
YAL051W,-0.001666666666666663,0.1940575516008932,0.78,0.0,-0.07058563948407148,-0.09098093613131161,6,16.77386934673367,0.2708507789225873,6.156122977507095,0.024565480203484744,0.011007588954188352,1.4656599472985133e-10
YAL053W,0.0016666666666666713,0.30677987041018334,1.05,0.0,0.352452367193327,-0.20706993130000395,4,69.2713567839196,0.4085294056197894,19.487604584052487,0.2914832707373561,0.013243630989624956,3.801354011997966e-14
YAL054C,0.000555555555555553,0.2638491198103404,0.95,0.0,0.16018933060405852,0.44395664460494505,6,124.30904522613065,0.48293002097712445,16.265632704963693,0.2611256395134851,0.008061170417968559,0.37911314909962773
YAL055W,-0.0005882352941176533,0.3355674840209938,1.4100000000000001,0.05555555555555555,-0.24070195334965175,0.15599704105003842,6,12.540201005025125,0.3886449898062839,5.687866699129012,0.23192507792692807,0.005973507301808675,4.7342910296311596
YAL056W,-0.0005555555555555514,0.2311918929331751,1.02,0.0,-0.0016347895152712586,-0.03619304876755035,5,57.417085427135675,0.3404246165176946,9.151533797895329,0.7543480336395864,0.001666666666666667,4.261626868098688
YAL058C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL058W,-0.0011111111111111163,0.286877614030964,1.14,0.0,-0.022292230679388174,-0.06005427566086551,5,27.781407035175878,0.23013495191999722,8.397887702273708,0.09884286127769744,0.01645984282715624,1.1531583152435222e-11
YAL059W,0.000555555555555553,0.3627590602624132,1.34,0.0,0.3749877644274754,0.24410084858050562,5,69.2713567839196,0.44897225118550865,19.784365082537835,1.056508429435636,0.001666666666667597,0.4774523174468212
YAL060W,0.0,0.3347801932280011,1.44,0.0,-0.03585235291423951,-0.14759277621418024,6,32.015075376884425,0.24425930181597733,6.661247755014367,0.1834765276792173,0.017136605652988614,1.3608342194768003e-16
YAL061W,0.0005555555555555468,0.3525537346312887,1.5,0.0,0.21914469757543814,-0.022454997111212998,5,49.7964824120603,0.46664959208075746,14.283276101191907,0.2174210302303763,0.00830900720829024,2.0550239094652363
YAL062W,0.00166666666666667,0.2122433090163792,0.9199999999999999,0.0,0.021824719138429746,-0.28533766030663155,5,29.474874371859297,0.29912258886122506,6.5430204821709665,0.12924355655329256,0.007473373086834501,2.8462947723463747
YAL063C,-3.0839528461809902e-18,0.14333333333333334,0.58,0.0,-0.2790541889845916,0.10281653076116935,6,14.233668341708542,0.2577777673693599,5.127555176355726,0.08414368271508824,0.007093701413233575,2.964525590130183
YAL064C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL064W,-0.0016666666666666735,0.3265348373451139,1.61,0.0,-0.0033886134527550535,0.09425276705491306,6,10.846733668341708,0.3266715179701361,10.892697627339993,0.1837380201108449,0.010948713238944228,3.167943172359727e-14
YAL064W-B,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL065C,0.0005555555555555707,0.3290807435910967,1.56,0.0,0.05243771559051054,-0.11630976811781073,5,32.015075376884425,0.2254807097592193,9.61136815451301,0.19861758219259606,0.00882759483180532,1.7833991429279095
YAL066W,0.0005882352941176558,0.2901413567908154,1.2200000000000002,0.05555555555555555,-0.3997431278606866,0.531942998669114,5,15.08040201005025,0.5497433659097717,5.82489140735985,0.1571486043037028,0.0054256253899632855,1.4912521837916755
YAL067C,0.0005882352941176394,0.31420245605501473,1.1800000000000002,0.05555555555555555,0.17803625501572462,0.19149869918574774,5,107.37437185929647,0.3210910906321202,19.780238142213804,0.26017720559708807,0.008498838180710531,8.832714226071266e-14
YAL068C,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL069W,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAR002C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAR002W,-0.0005555555555555561,0.33475483935133155,1.5,0.0,-0.2850699324755908,-0.3837580442529627,7,28.628140703517587,0.3115173920952325,0.38345237445324015,0.011004748223409909,0.010763962646756622,8.127796627359376e-15
YAR003W,-1.61907524424502e-17,0.3128720008068617,1.31,0.0,0.2748176537642168,-0.15624716851068604,4,62.497487437185924,0.42546144375344896,19.034801681925103,0.2861803962024605,0.013955248590731089,3.073454304992675e-18
YAR007C,0.0011111111111111122,0.569608919336464,1.98,0.0,0.6041346574675077,-0.027938060134172982,3,57.417085427135675,0.8044890892567046,26.26528464596761,0.6442585559185148,0.015444198549000667,1.0402559604059607e-21
YAR008W,-1.6326809185664067e-18,0.26920361854049085,0.86,0.05555555555555555,0.17117376598939432,-0.158708991976883,5,63.19597989949749,0.3580786722416745,17.542971548848733,0.23549458624780858,0.014599550993577258,5.3619005389441675e-21
YAR009C,0.001666666666666662,0.6468148455659042,1.94,0.0,-0.20827103527570406,0.8843625024113061,7,14.233668341708542,0.5239946510613924,6.864082721345457,0.21335037615856325,0.013355252157173397,0.11912033116900113
YAR010C,-0.0011111111111111105,0.2279349051542004,0.87,0.0,-0.12083848581796351,0.6822687631981834,7,15.08040201005025,0.5310862602490277,11.700728215919213,0.16103096183987559,0.006689102771953495,1.0441015974943186
YAR014C,0.0017647058823529558,0.25871254304883606,1.0,0.05555555555555555,0.3479442410055589,0.3762663818787755,4,178.5,0.37564607044576964,11.426401223376383,0.03683453260850201,0.010910879604026133,1.2372738052853124e-05
YAR015W,-0.0005555555555555596,0.2847117884267102,1.1400000000000001,0.0,0.4204915674071289,0.04008034756216277,4,48.949748743718594,0.5934226840564657,16.675133330148267,0.20243722390592572,0.00836363698675124,2.653911601857015
YAR018C,0.0005555555555555437,0.47286916468890233,1.6099999999999999,0.0,0.4681094339671605,0.3795143370183296,6,60.80402010050251,0.3679494571732856,20.297132668764473,0.39652661511688486,0.01688541124995158,1.6240433642407097
YAR019C,3.0839528461809902e-18,0.20885933597094056,0.76,0.0,0.31569779469788156,0.08343325008252211,4,169.1859296482412,0.33018457732420425,7.840211780802667,0.8712717300943598,0.0016666669040302949,1.318303755190034
YAR020C,-0.0005882352941176508,0.239496299571936,0.9099999999999999,0.05555555555555555,-0.04787152708832194,-0.09701992021513392,5,42.175879396984925,0.3591238760823418,5.351399190554394,0.09485816991889369,0.011825010988712324,0.4402703911002881
YAR023C,0.0011111111111111105,0.1937893727417846,0.8200000000000001,0.0,-0.04668288455126204,-0.12565610862664925,6,28.628140703517587,0.2790765930312498,13.045949296269397,0.11695501780378642,0.010364621540726222,1.585353589720372e-21
YAR027W,-0.0011764705882352992,0.2476212086550313,1.13,0.05555555555555555,0.02121346445006441,-0.056775658540940445,4,70.96482412060301,0.337853663546089,12.267047694915636,0.2058806566704348,0.014085768339436804,1.7625236302604355
YAR028W,0.0011111111111111122,0.2332116084610448,0.9199999999999999,0.0,-0.47193624442002485,0.6062687555929471,6,14.233668341708542,0.5174582919505488,3.8956141033777647,0.8449859985406697,0.001666666666666741,3.828069864625667
YAR029W,0.0005882352941176547,0.17065515928621514,0.6499999999999999,0.05555555555555555,0.30586664434148003,-0.18362762339137015,4,53.18341708542713,0.4256540748246549,13.351198077765602,0.09442484871967531,0.007637526483560597,2.9422903730562275
YAR030C,1.5419764230904951e-18,0.19801795653705528,0.63,0.0,-0.3404830687872157,0.24492050519527134,6,13.386934673366834,0.4523707401253321,9.104801598500098,0.07159964972555757,0.009793144842426844,1.084041304442179e-34
YAR031W,0.0005882352941176481,0.45114847677553543,2.05,0.05555555555555555,0.45695726456108265,-0.27731789613674873,4,64.19095477386935,0.34409926865543455,13.908654458602653,2.900249443047977,0.0016666666666666672,3.974364718248072
YAR033W,-0.0005555555555555492,0.2631955804724823,1.33,0.0,0.2913107069313769,-0.2565884500358735,5,51.48994974874372,0.31142344194972044,8.692255845657327,2.060542472341217,0.0016666666666666724,3.9669703436288333
YAR035W,-0.0005555555555555576,0.19531945975254153,0.71,0.0,-0.31732781567578355,0.25395367952691783,6,14.233668341708542,0.4661587067899586,6.351208960000357,0.0608035716011044,0.01667559692634041,0.0001750763474900966
YAR037W,-0.000588235294117641,0.22560951659723655,0.8500000000000001,0.05555555555555555,-0.5461364088873154,0.32431030148584844,5,11.693467336683417,0.3581861670757292,5.065403308051959,0.047846388116806034,0.009707118627320575,1.0397055806812287e-33
YAR040C,0.0,0.10493384159131462,0.4,0.0,-0.2104339083154791,-0.06675727741911935,7,16.77386934673367,0.3127973533760963,4.3593783089922375,0.053262594883468205,0.007481476913234787,0.5396799184365468
YAR042W,0.001111111111111106,0.17142827748358103,0.5800000000000001,0.0,-0.37563021094740284,0.37400600000538553,7,12.540201005025125,0.5155120212417695,9.262726601474252,0.09754336694505375,0.009471134688086275,4.197556962154452
YAR043C,0.0005555555555555551,0.10590730864624669,0.36,0.0,-0.5341640510237922,0.26912454208379366,7,12.540201005025125,0.6213883303183674,3.0381979779907504,0.045708614330742955,0.017840141412619328,0.5027669147848163
YAR044W,0.0,0.15638272140986534,0.73,0.0,-0.2759603294957991,0.3069554337924223,6,14.233668341708542,0.3823332138240091,6.306380106203916,0.06416432704923075,0.010551421262592299,3.0224448860333332e-05
YAR047C,0.001666666666666662,0.263507326484694,1.04,0.0,-0.17405463453825679,-0.13963196107000322,5,40.482412060301506,0.4349238435350585,3.0351596224294064,0.11157408550857253,0.014286527936382796,7.090023524133423e-20
YAR050W,6.1679056923619804e-18,0.30103525079668364,1.56,0.0,-0.18439903049097245,0.07955811237261814,6,15.92713567839196,0.3601516464118913,6.73459634120789,0.14200795781976375,0.014481947258327648,0.00013215708808962003
YAR052C,-3.0839528461809902e-18,0.17941262187730517,0.5700000000000001,0.0,-0.4385852095023696,0.04982442315100587,6,18.467336683417084,0.35490032936911176,2.9488264691506725,0.05709822373870072,0.007706568407246004,1.3415742324677535
YAR053W,-0.0005555555555555584,0.2673838734899118,1.1400000000000001,0.0,0.08719388861071595,0.4246592605801115,6,77.73869346733667,0.39997812914497166,21.913076410499805,0.057097137280995316,0.008790399362835027,2.9449289007247637e-28
YAR060C,-1.927470528863119e-18,0.18627936010197158,0.73,0.0,-0.24175003609452278,-0.0284125690620009,7,30.321608040201003,0.359503293539759,4.594605343597311,0.07940662037069714,0.016858179863331362,8.001603154072423e-18
YAR061W,-0.0005555555555555561,0.2245606135006815,0.98,0.0,0.4391430952170998,0.09963377681672589,4,124.30904522613065,0.48952996233226287,22.035547933943462,0.21732179556237874,0.00844732401303824,1.329186640420077
YAR062W,0.0005882352941176524,0.1893788791327895,0.76,0.05555555555555555,-0.16717982481193674,0.13401599172701714,5,21.007537688442213,0.3380819174289077,5.954415458167589,0.1528259638008881,0.005064617108079476,3.8301049543681582
YAR064W,0.0025000000000000096,0.34139725150231265,1.1500000000000001,0.3333333333333333,-0.5383404195673259,-0.3986904050983047,3,28.261306532663315,0.6208745219748134,5.9714424561334685,0.1433434948321647,0.007654786000627107,2.832557048733718e-17
YAR066W,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAR068W,0.0005555555555555499,0.3833111909869088,1.23,0.0,0.6131405956548381,0.5092104070996092,5,142.09045226130652,0.6252255598997409,20.463184810326222,0.40844702543486455,0.006974746859393647,3.389783386321271
YAR069C,-0.0011111111111111029,0.37284028288693516,1.8199999999999998,0.0,0.11162821282731132,-0.02666324297627993,5,31.168341708542712,0.2843339133802786,14.787597827586149,0.2232178840343984,0.005910971513283603,4.581234040066865e-21
YAR070C,-0.0005882352941176517,0.22905099838593088,1.01,0.05555555555555555,-0.40354518860655847,-0.14341495043729266,5,31.168341708542712,0.36294391148546784,3.528323481128493,0.07748032777515024,0.010468837292409845,1.8885928209597886
YAR071W,0.0011111111111110875,0.8136125810843668,2.9400000000000004,0.0,0.7995958349859016,0.42573722208783515,2,88.74623115577889,0.6033797641681413,38.27945684071815,0.45172114470875896,0.01857236206497506,5.189188646706741e-12
YAR073W,0.0,0.4490512875201778,1.73,0.05555555555555555,0.5158200825082032,0.5963445306434856,5,158.17839195979897,0.5770420511017806,18.825130692852845,0.19680358176578655,0.03654062125578433,2.4885468291299317
YAR074C,-0.0005555555555555561,0.3214631864567288,1.19,0.0,0.40616115806244496,0.5292774718971195,4,178.5,0.47682418165181834,14.5183168603804,0.7491140576270433,0.0016666666666669194,2.026351407417948e-12
YAR075W,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YBL001C,0.0005555555555555518,0.48204970032170635,1.68,0.0,0.021351874533486692,0.47048895869364116,4,63.34422110552764,0.3906289873235196,14.802366469365257,0.06933964199066728,0.01180953193341818,3.4439371850793146e-16
YBL002W,4.163336342344337e-17,1.0921233141606919,3.3600000000000003,0.0,0.7781161322381193,0.29694155569810926,3,61.65075376884422,0.7926939075923691,24.441347935943813,0.4828163701563723,0.01230507879926466,4.972777812146002e-18
YBL003C,-0.0005555555555555414,1.0761529849020446,3.8499999999999996,0.0,0.7211811908893414,0.2829922032974712,4,61.65075376884422,0.8006428101786432,24.790352535981548,0.4078080118452831,0.012235073976159928,3.74027071938525e-17
YBL004W,-0.0006250000000000144,0.41814274999693585,1.4,0.1111111111111111,0.7719582478461399,0.35447007818946286,2,59.9572864321608,0.6108452639261366,20.95196144240111,0.022161536087491395,0.012935594721160307,1.636148155324615e-20
YBL005W,-0.000555555555555553,0.18989682058722257,0.71,0.0,-0.17435382490751497,0.27104433397828404,6,13.386934673366834,0.3820651539938033,10.234940799595456,0.13539203159213317,0.008945546805332551,4.206251836391886e-11
YBL005W-A,-0.0005882352941176475,0.2356835013376375,1.04,0.05555555555555555,-0.5128712665674541,0.010924139985098115,5,14.233668341708542,0.363044566826436,1.4916858627197125,0.8956459698631145,0.0016666666666666698,3.8444952987674803
YBL005W-B,0.0005555555555555599,0.1448935326454191,0.51,0.0,-0.13556678412932097,0.007535361784711679,4,47.256281407035175,0.3979757054032493,5.415954777582981,0.4052702373541691,0.001666666666666667,4.23183969343668
YBL006C,-0.0016666666666666759,0.24862399097611015,1.17,0.0,-0.07142537259181074,-0.23001628003789387,6,41.32914572864321,0.325445151430627,3.5181849672849475,0.07813703240706418,0.011369365185529914,0.871983285507851
YBL007C,-0.0016666666666666635,0.153088572764629,0.6799999999999999,0.0,-0.04311755280841154,0.11346440493254356,6,40.482412060301506,0.32819407083111696,6.755832198921506,0.07817830683129344,0.007462571879606694,3.4336680786733313
YBL008W,0.0005882352941176427,0.33985240028465113,1.63,0.05555555555555555,-0.025014177109972006,0.27633014844795767,4,166.64572864321607,0.2861506416903549,7.549808783871276,2.080224090002588,0.0016666666667275207,0.7362472242419703
YBL009W,-1.0793834961633467e-17,0.42564982999853035,1.76,0.0,0.5044231104491929,0.02547775479935593,6,59.11055276381909,0.478566064427383,16.28525629804533,0.1272688651209516,0.013264666340211494,7.483029024488765e-36
YBL010C,-3.0839528461809902e-18,0.298942580885806,1.4100000000000001,0.0,-0.028680781981777495,-0.12709510067802704,6,21.85427135678392,0.2929450685388551,9.960959512113305,0.21978446835545998,0.006409595244442184,2.0229099384235374
YBL011W,0.000555555555555551,0.2336301022799888,0.98,0.0,0.3042642570248245,0.06536372116904665,5,70.96482412060301,0.3669161155219036,12.368392721007467,0.08932399795892537,0.011343813864591726,1.3549980556091543e-14
YBL012C,6.1679056923619804e-18,0.2682246156571847,0.9299999999999999,0.0,-0.08693839027880094,0.5405341079457429,7,12.540201005025125,0.3455250407781343,8.557487913800276,0.0029693990129087823,0.011545349464187756,1.6774709436900927e-14
YBL013W,-0.0005555555555555622,0.20783198936272815,0.65,0.0,-0.24536433183329423,0.12618681716872127,6,13.386934673366834,0.29700641900832864,7.028946572163578,0.06024961180157866,0.010083379964928176,7.548889864285351e-06
YBL014C,-0.0005555555555555622,0.31031296428359084,1.18,0.0,0.42996042983911126,0.3888131415306958,6,65.03768844221105,0.4531316976858651,16.66891001279524,1.251094275223715e-13,0.018854213860731814,0.0006761925546249793
YBL015W,-0.0005555555555555545,0.22041557270609993,0.83,0.0,-0.3670027816914749,0.14449043844541057,5,22.701005025125628,0.33947133653742806,6.584739157818165,0.07309265941965806,0.015023732035854687,1.5082281422622069e-09
YBL016W,-0.0005555555555555468,0.6887708232159521,3.16,0.0,0.31829629822930877,-0.23059265710685328,5,42.175879396984925,0.2940653443601045,12.639312505489649,0.45775893890535535,0.009230823237596312,2.097185047635288
