ORF,label,alpha_mean,alpha_std,alpha_range,alpha_missing_ratio,alpha_autocorr_lag1,alpha_autocorr_lag2,alpha_peak_count,alpha_ls_dominant_period,alpha_ls_max_power,alpha_ls_band_power,alpha_sin_amplitude,alpha_sin_freq,alpha_sin_phase,cdc15_mean,cdc15_std,cdc15_range,cdc15_missing_ratio,cdc15_autocorr_lag1,cdc15_autocorr_lag2,cdc15_peak_count,cdc15_ls_dominant_period,cdc15_ls_max_power,cdc15_ls_band_power,cdc15_sin_amplitude,cdc15_sin_freq,cdc15_sin_phase,cdc28_mean,cdc28_std,cdc28_range,cdc28_missing_ratio,cdc28_autocorr_lag1,cdc28_autocorr_lag2,cdc28_peak_count,cdc28_ls_dominant_period,cdc28_ls_max_power,cdc28_ls_band_power,cdc28_sin_amplitude,cdc28_sin_freq,cdc28_sin_phase,elu_mean,elu_std,elu_range,elu_missing_ratio,elu_autocorr_lag1,elu_autocorr_lag2,elu_peak_count,elu_ls_dominant_period,elu_ls_max_power,elu_ls_band_power,elu_sin_amplitude,elu_sin_freq,elu_sin_phase,cross_autocorr_lag1_mean,cross_autocorr_lag1_std,cross_autocorr_lag1_min,cross_autocorr_lag2_mean,cross_autocorr_lag2_std,cross_autocorr_lag2_min,cross_ls_band_power_mean,cross_ls_band_power_std,cross_ls_band_power_min,cross_ls_max_power_mean,cross_ls_max_power_std,cross_ls_max_power_min,cross_std_mean,cross_std_std,cross_std_min,n_experiments_high_autocorr
YAL012W,0,0.0005555555555555,0.3148451510438146,1.02,0.0,0.3422874074845803,0.1738060633188435,5,68.42462311557789,0.5585851923773649,27.626850432126208,0.3846220007148305,0.0032190285595638,6.789740158795742e-15,-0.0004347826086956,0.5090697249661649,1.7999999999999998,0.0416666666666666,-0.0020584505372359,0.4002045261870018,8,20.30150753768844,0.6599181799012104,2.221363302650761,0.0807392888798904,0.0061429923723353,0.0003569609216111,0.0006249999999999,0.3392356988511085,1.24,0.0588235294117647,-0.4409825879495374,0.173472151277305,5,25.025125628140703,0.5704956615702864,6.096210284992378,0.0703388788325863,0.0064771335705948,2.378800552503291e-24,-0.0007692307692307,0.4272535103778288,1.78,0.0714285714285714,-0.358557580231103,0.2013889812151713,4,73.5678391959799,0.3686540889763723,4.618613446222697,0.1066529602465085,0.0049812169267018,1.1942395703426995e-31,-0.03358454366739766,0.32054473670912087,-0.4409825879495374,0.24916091359438342,0.10680404971437056,0.173472151277305,11.98147467325645,11.17547752182765,2.221363302650761,0.5963330112829538,0.04522366688846276,0.5585851923773649,0.38771685828702934,0.08638523559813527,0.3148451510438146,1
YAL013W,0,0.0,0.251903861732121,0.94,0.0,0.0858428380008771,0.056055016032081,4,28.628140703517587,0.2971277245453019,8.542643072479407,0.8440654157970916,0.0018491918652346,0.4978365762082735,0.001111111111111,0.2190862054810817,0.73,0.25,0.3576076242979381,0.0469761957427763,3,169.39698492462313,0.4336625143607956,4.733451146113008,0.200199039772154,0.0067686840007696,4.429451263274198,0.0,0.436033255612459,1.49,0.0588235294117647,-0.1494734354720813,0.2957494993446725,4,25.025125628140703,0.4224987379208053,6.923681742863819,4.617563861008811e-23,0.0054295722779506,1.5586058950341213,-0.0007142857142857,0.2489826237687592,1.01,0.0,-0.2711541953880385,-0.4139919622754077,3,105.35175879396984,0.3941072759111174,5.576350199654396,0.1392002320291213,0.0016666666666954,2.008076122800732,0.09799234227557796,0.2071931596923705,-0.1494734354720813,0.13292690370650992,0.11519260532465561,0.0469761957427763,6.733258653818744,1.560914581819441,4.733451146113008,0.3844296589423009,0.06189980230552148,0.2971277245453019,0.30234110760855387,0.09547929083969428,0.2190862054810817,1
YAL014C,0,-0.0005555555555555,0.1675467504317732,0.6,0.0,0.2241792140983522,0.1898562144421115,5,62.49748743718592,0.3099254345217501,9.915233773986447,0.0168362038041849,0.0111523287713805,3.8019051265971496e-11,2.312964634635743e-18,0.221378258492864,0.97,0.0,0.1124836627000978,-0.1737376163031684,7,42.96482412060301,0.194451367747353,3.6281542408895993,0.2928243010779323,0.0016666666666666,3.1697033042332468,-3.469446951953614e-18,0.2822233158334017,1.38,0.0588235294117647,0.0777741930247386,0.1292644649055712,4,95.52763819095476,0.407833881889698,15.347842281137634,0.2752812893488426,0.0103747449317888,2.4372798201885377,0.0007142857142857,0.2124504744208227,0.77,0.0,0.2115132908273883,-0.1580086912329082,3,122.68844221105527,0.4324711550222467,3.1681193895937225,0.1931678310464369,0.0022094497399534,2.812092597389681,0.13814568994106285,0.06246338810577139,0.0777741930247386,0.0484610210148381,0.15905348334749742,-0.1737376163031684,9.630410098671227,4.788779617306707,3.6281542408895993,0.3040702280529337,0.08721137891170459,0.194451367747353,0.22371610825267965,0.04684568866112867,0.1675467504317732,0
YAL015C,0,-0.0011111111111111,0.1941903101166736,0.65,0.0,-0.0343611342207432,-0.0778098588988012,5,60.80402010050251,0.2994392276008452,15.291014187977384,0.0953826068028056,0.0097483356039045,1.720741848493598e-28,-0.0013043478260869,0.4407533506033197,2.0,0.0416666666666666,0.0892984890554675,0.072841058288027,8,105.47738693467338,0.3803415746394198,6.4303023638401005,0.1910020461590248,0.0053011705098969,8.620368027927572e-20,0.00125,0.2475094695158146,0.96,0.0588235294117647,-0.1452791784307825,0.0778110584523196,5,25.025125628140703,0.4170887511203632,13.998907026489544,0.2142594863946396,0.0111482719827699,1.8982715597622628,0.0014285714285714,0.2389218982625656,0.73,0.0,0.1987058548792331,-0.4975434643786419,3,24.447236180904525,0.7038917509115286,2.20330393027333,0.0703039039016353,0.0037978068704575,4.358625565055152e-22,-0.03011394119868607,0.09581301062398355,-0.1452791784307825,0.02428075261384847,0.072217472238041,-0.0778098588988012,11.90674119276901,3.9081898550302645,6.4303023638401005,0.3656231844535427,0.04914485970638366,0.2994392276008452,0.29415104341193593,0.10592421990944087,0.1941903101166736,0
YAL016W,0,0.0011111111111111,0.3471453248183099,1.64,0.0,-0.140160254249159,0.2067550022211876,7,117.53517587939696,0.2299054124427443,11.638752708700183,0.2376608028089889,0.0087090943266364,2.278593893668286,0.0004166666666666,0.2410304124425426,1.02,0.0,-0.1586812734537954,0.3946678885379729,9,20.30150753768844,0.5083758017582384,2.968667154978474,0.2319269320116048,0.0016666666666667,2.8641302514742617,3.700743415417189e-18,0.2614064523559686,1.07,0.1176470588235294,-0.2403278619355675,-0.2614945011604994,5,26.180904522613066,0.4777414359624163,3.124736277717642,0.048631638337043,0.0167365969865804,9.641752289682813e-20,-1.982541115402065e-18,0.3927740171796355,1.37,0.0,-0.0938096743109102,-0.1362419900736836,4,82.23618090452261,0.4736942367236329,4.084811490983238,0.2940050050312104,0.0026546111648858,2.645348630295327,-0.1797231298795073,0.043515952621115586,-0.2403278619355675,0.11330946319955372,0.27590617002402007,-0.2614945011604994,5.910718713798766,4.050832793210787,2.968667154978474,0.40534088338779967,0.12468044337749494,0.2299054124427443,0.283194063205607,0.04597911588993895,0.2410304124425426,0
YAL017W,0,-0.0011764705882352,0.2263490888751313,0.81,0.0555555555555555,0.0209489337336615,-0.0640241887767409,4,69.54773869346734,0.3330113109258334,13.66840100248281,0.1115717731093569,0.0114639591932602,3.8578123326803403e-13,-0.0004347826086956,0.3154496895168183,1.4,0.0416666666666666,0.1187117050594658,-0.1116414436795292,7,19.547738693467338,0.3651597938297803,4.626003818543907,0.0314868396838815,0.0057497936642725,2.8598371123811007e-18,0.0013333333333333,0.5414039362825341,1.79,0.1176470588235294,0.5920800552411215,0.3757113138002756,3,208.79396984924625,0.5220084111707268,9.595660722878318,4.907809566392855e-12,0.0113801610504505,1.6643140235772282e-06,-0.0014285714285714,0.4372945581781746,1.84,0.0,0.3250649357177148,0.0785241285918015,3,348.06532663316585,0.4994148004955537,3.015168474974953,0.4509388015881487,0.0029074966019755,1.9725526437163865,0.24391356467808292,0.24940505037329966,0.0209489337336615,0.06668189378133517,0.21937978875160968,-0.1116414436795292,9.296688514635012,3.697591557938127,4.626003818543907,0.40672650530878024,0.08256641610496925,0.3330113109258334,0.3610675715581612,0.13260375205897929,0.2263490888751313,1
YAL018C,0,0.0005555555555555,0.4672790294438909,2.18,0.0,-0.2066007659891425,-0.083750487677696,5,11.693467336683415,0.3105958428411629,6.151338400481977,7.034560175618066e-16,0.0016666732539476,6.05234937957377e-13,0.001,0.6129592156089996,2.1,0.1666666666666666,-0.3576004231743243,0.3520987139120444,8,20.30150753768844,0.482704801410235,2.92505766408679,0.2149338352567782,0.0046373196473971,2.7350371170190706,-1.6326809185664068e-18,0.4698435283969234,2.0,0.0,0.1448551490030243,0.2739397421333665,4,200.70351758793967,0.3171398723816535,8.258473214491753,0.3384177391784095,0.0076793521403001,1.3682534465731642,-0.0007142857142857,0.4274085413564986,1.65,0.0,0.0702060356566687,0.4294971200509435,4,414.52261306532665,0.4415571512503473,3.334394083577291,0.4032590070193139,0.0024133475162525,0.6722048157973738,-0.13978201338681417,0.21049775893900483,-0.3576004231743243,0.1807626561225716,0.18974124248512908,-0.083750487677696,5.77828975968684,2.1932782654624092,2.92505766408679,0.3701468388776838,0.07963532414603502,0.3105958428411629,0.5166939244832712,0.06807789102863936,0.4672790294438909,0
YAL019W,0,0.0011111111111111,0.2783460853144454,1.2999999999999998,0.0,0.3602220731496827,0.19423309397391,6,160.7185929648241,0.339127844391937,11.34397138635087,3.604925246957963e-16,0.001666668221639,1.5125365491075242,-0.0004347826086956,0.2863029447656354,1.03,0.0416666666666666,0.2884677480540982,-0.0280994891958304,6,107.38693467336684,0.3602159328113172,5.864545266202043,0.1252858443201263,0.005539728937245,1.373805006621662e-28,0.000625,0.303056693334762,1.19,0.0588235294117647,-0.0131800636532658,0.4691770660145097,5,226.13065326633165,0.3198232616798852,5.715638131750953,0.1437592739508107,0.0105276712958044,1.5706317110697618,0.0007142857142857,0.3958618858302239,1.7000000000000002,0.0,0.5701637651866532,0.2209177137908107,2,420.3015075376885,0.6421634555305809,1.44988623687276,0.0029719628223808,0.0047553284834753,1.0349668352155375e-11,0.21183658585017165,0.16178491937918757,-0.0131800636532658,0.21177022359752976,0.2033906852620384,-0.0280994891958304,7.641384928101289,2.6188296615450817,5.715638131750953,0.33972234629437975,0.01649559627429922,0.3198232616798852,0.289235241138281,0.010298941974662782,0.2783460853144454,1
YAL020C,0,0.0005555555555555,0.3600690091607784,1.92,0.0,-0.3610146172741353,0.0855600332855339,5,13.386934673366834,0.3401592261706061,5.016716836831678,0.0288575965699905,0.0103688246237515,1.2155109904647849e-12,0.0,0.4071240597164456,1.48,0.0,-0.3591749935248169,0.565014774091274,8,20.30150753768844,0.6623653274447251,1.2555920605628212,0.069246395584034,0.0061859666998701,0.0007733911323286,0.0005882352941176,0.3573673441783973,1.69,0.0,-0.3141012590341884,0.359236900057261,6,22.713567839195974,0.4180652429503186,6.656117621175022,0.2244401939956047,0.0114501053366113,1.044886502660548,7.930164461608259e-18,0.2704493615131253,0.93,0.0,-0.3206899828883083,-0.3607620539097227,4,93.79396984924624,0.6103291381118329,6.0359747540489925,0.0602167065550238,0.0016666666666668,1.2025774943165146e-31,-0.34476362327771354,0.02169456905367057,-0.3610146172741353,0.33660390247802296,0.19638975118344168,0.0855600332855339,4.30947550618984,2.2607612003530226,1.2555920605628212,0.47352993218854994,0.13726238071369526,0.3401592261706061,0.37485347101854044,0.022845392235653423,0.3573673441783973,0
YAL021C,0,0.0011111111111111,0.1409447838650492,0.5,0.0,0.2773463864462186,-0.308601816882433,4,58.26381909547738,0.4756862222751059,13.244155662765085,0.0687301395429663,0.0133759581142685,4.5286203638529976e-15,-0.0013043478260869,0.286193980245781,1.1,0.0416666666666666,-0.27461023164832,0.4194162413705147,10,19.547738693467338,0.6328282189789911,2.308615044627434,0.1375664754848775,0.0058873219239412,7.779716420191998e-13,-0.0012499999999999,0.2290435275226086,0.92,0.0588235294117647,-0.3623477703126732,0.3648532979020811,5,25.025125628140703,0.3168110435793015,3.10567733411465,0.0608852212423021,0.0112734755543805,0.003277868059699,-0.0007142857142857,0.194255512358421,0.76,0.0,-0.3182744615968363,-0.0533019215101725,4,82.23618090452261,0.6335567603145585,4.80702502964632,0.0385643361290828,0.0050398587484984,2.0700472655177145e-07,-0.11987053850492485,0.28314946938963936,-0.3623477703126732,0.1585559074633876,0.331080587633846,-0.308601816882433,6.219482680502389,4.97784089434561,2.308615044627434,0.47510849494446616,0.12901411838387036,0.3168110435793015,0.2187274305444796,0.059744727270606465,0.1409447838650492,0
YAL022C,1,0.0005555555555555,0.2903345239589483,1.13,0.0,0.367510827678265,-0.0290584484485545,3,32.861809045226124,0.339032999896768,13.559431325471344,0.2270087944040703,0.0190539168090684,3.8170633758063196e-22,-0.00125,0.4865209185293749,1.7399999999999998,0.0,0.2435646717477291,0.4416334335659883,9,110.95477386934672,0.5814514925880938,8.077411317497184,0.4554362742186581,0.0016666666666744,1.3334999648095094e-24,-0.001875,0.6041649066066317,1.7000000000000002,0.0588235294117647,0.6950041951518482,0.3399458869424205,3,94.3718592964824,0.4536367044283789,17.140529385226454,1.2756998859847122,0.001666666666667,4.353897457291032e-24,0.0007142857142857,0.7001271750364285,2.65,0.0,0.7582586492689176,0.7133747777407876,3,538.7688442211056,0.8008317149303158,0.994814319562241,0.2198126311350718,0.004075065367983,1.335422589252922e-05,0.4353598981926141,0.19044165003149982,0.2435646717477291,0.2508402906866181,0.20222523319585123,-0.0290584484485545,12.925790676064993,3.7270321196930283,8.077411317497184,0.45804039897108023,0.09901591048547925,0.339032999896768,0.46034011636498495,0.1294512857401734,0.2903345239589483,2
YAL023C,0,-0.0016666666666666,0.3975096085491379,1.75,0.0,0.6076062912788877,0.0925684009209784,3,61.65075376884422,0.7034769789459754,23.26658733734906,0.1679820293470629,0.0125586521665197,1.0332819624428052e-27,4.827056628805028e-18,0.3011283129656945,1.11,0.0416666666666666,-0.3977202628806756,0.5784026721092334,9,19.547738693467338,0.4099570168816349,2.99257037931555,0.1122464543269998,0.006331298836369,1.3624704303424084e-15,0.000625,0.3007795860343584,1.13,0.0588235294117647,-0.0559626216360092,-0.3676537874989428,5,13.467336683417084,0.4252188766344996,10.440756789569829,0.218764162077976,0.0106999865094913,4.2855279751172146e-14,-0.0007142857142857,0.551601101802928,1.79,0.0,0.8144371308143593,0.7107769819259873,3,483.8693467336684,0.8246452306942299,0.729504766448617,1.6336596509532444e-16,0.0499929444310424,2.4595064979259456,0.05130780225406762,0.4173731967162825,-0.3977202628806756,0.10110576184375632,0.3862731081244922,-0.3676537874989428,12.233304835411479,8.373325196764052,2.99257037931555,0.5128842908207033,0.13491333184898605,0.4099570168816349,0.3331391691830636,0.045516996830885406,0.3007795860343584,1
