ORF,cdc28_mean,cdc28_std,cdc28_range,cdc28_missing_ratio,cdc28_autocorr_lag1,cdc28_autocorr_lag2,cdc28_peak_count,cdc28_ls_dominant_period,cdc28_ls_max_power,cdc28_ls_band_power,cdc28_sin_amplitude,cdc28_sin_freq,cdc28_sin_phase
YAL051W,0.0006250000000000006,0.23079939205942462,1.02,0.058823529411764705,-0.16006842992100975,-0.13978971998552692,5,36.58291457286432,0.3486561901424404,10.063511481823054,0.17834587947740085,0.01021763886204711,2.2074221718612406
YAL053W,0.0,0.29711109033491157,1.22,0.058823529411764705,0.026818912836398364,-0.058597757868256835,3,68.94472361809045,0.3327214333624152,8.234477812085412,0.06944896624316185,0.01129942093591005,1.9540266980436193e-14
YAL054C,-0.0013333333333333272,0.44316839036896827,1.75,0.11764705882352941,-0.12515360540804915,0.21054872664610327,4,98.44221105527637,0.33631813090942503,14.087611202251958,0.36672006242178357,0.010164834951775118,1.387711299667466
YAL055W,-0.0012499999999999976,0.40530659691152326,1.3900000000000001,0.058823529411764705,-0.2517174361332054,-0.0983162022031898,4,22.713567839195978,0.3876368772885532,8.005720448903695,0.2829774014912127,0.009629189588776758,2.586355533958423
YAL056W,-6.530723674265627e-18,0.38117465504288034,1.21,0.0,0.2001730391831081,0.21699365765312195,5,162.56281407035175,0.3906432939644378,7.192352228502045,0.3281445042385104,0.00703433755601015,4.071502590811993
YAL058C-A,6.938893903907228e-18,0.29588849251026983,1.15,0.058823529411764705,0.21862136225874376,0.15727492969986692,4,88.5929648241206,0.5254153878765612,20.062580033643986,0.3076163830523808,0.01130549296990599,1.9378845365952788
YAL058W,0.0006249999999999971,0.22711419897267543,1.0,0.058823529411764705,0.24829353846127233,-0.07410963260392034,4,88.5929648241206,0.3510143487936979,16.956555973178897,0.17632697008498543,0.0082023596078927,2.1002139224557648
YAL059W,0.0018749999999999982,0.3826261025792673,1.52,0.058823529411764705,-0.1519512454461299,-0.2219382603562563,6,25.025125628140703,0.39658086794517755,5.07836744869371,0.24674134783699295,0.006314756722642429,1.2178992036628323e-15
YAL060W,0.0006249999999999867,0.5232646169721397,1.78,0.058823529411764705,0.42575625714869636,0.39003495977846836,5,184.52261306532662,0.5106898761266725,8.161254823783185,0.5163844286590478,0.005419743881298027,3.620199748125483
YAL061W,4.89804275569922e-18,0.3208444739598739,1.34,0.0,0.5283435521551947,0.32346843417534415,4,157.9396984924623,0.5918692673506197,9.595769456817594,0.35574750634531316,0.006443996506561582,3.66072421011815
YAL062W,-0.001176470588235282,0.8189367737782732,2.85,0.0,0.8140158113792979,0.8894773606474468,5,240.0,0.7188820465201617,8.701867888302612,0.5779354026054337,0.01071513871832975,0.5759636436638652
YAL063C,0.0005882352941176639,0.4029227131879861,1.95,0.0,-0.06814605898116927,0.24874752572549674,5,21.55778894472362,0.3200536036883213,8.083087044119708,0.2640126593499087,0.007434191097212392,1.1914177127779224
YAL064C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL064W,0.0011764705882352853,0.33189088130502414,1.42,0.0,-0.3152703335120705,-0.015079395249702095,5,20.402010050251256,0.39863447384153033,4.634947659426487,0.1571170862374244,0.010763736793772133,1.5076677979538957
YAL064W-B,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAL065C,-0.0015384615384615398,0.8931004436046731,3.17,0.23529411764705882,-0.3606682167819971,-0.22838047071745526,4,29.44723618090452,0.370489539357106,10.39036743042756,0.4090182868111692,0.009297178786522973,4.2031057147899697e-16
YAL066W,-0.0012499999999999734,0.9199719764753707,3.65,0.058823529411764705,0.5836403695808989,0.44732082392729317,4,240.0,0.6131249194684975,4.222349952021916,0.4342254150218837,0.010732479081714754,0.8338033495663238
YAL067C,3.2653618371328135e-17,1.1158589411169264,4.220000000000001,0.0,0.5367724657849392,0.4077763764770165,4,174.12060301507537,0.5702068297805334,6.9127340358984375,1.1763793710739001,0.005731288414099065,0.1477254856710791
YAL068C,0.0012499999999999872,0.29558998206975823,1.3399999999999999,0.058823529411764705,-0.11133617396875269,-0.030543336132758416,5,16.93467336683417,0.3674209926832678,10.80109725118408,0.23291821743543634,0.012667616321393885,1.9051602655662265e-16
YAL069W,-3.2653618371328133e-18,0.7799849168979073,3.0,0.0,0.1776609086756397,-0.29486421861484513,4,74.72361809045225,0.453302671430914,15.326461635300985,0.26311324365583144,0.00801286531258924,1.7094706459554143e-16
YAR002C-A,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAR002W,6.938893903907228e-18,0.222963001415033,0.8200000000000001,0.058823529411764705,0.19974086321765405,0.12672775223864186,5,240.0,0.44721648318884655,3.5092828685409794,0.17531497831947684,0.02779045880656388,0.08132637408401873
YAR003W,-2.7755575615628914e-17,0.36434873404473356,1.4,0.058823529411764705,0.15848957932040117,-0.17963360104684178,5,88.5929648241206,0.42032824706337935,14.968369196148458,0.32742994086578814,0.011206028930809565,0.06879375335753057
YAR007C,0.0018750000000000155,0.7332054516811778,2.46,0.058823529411764705,0.5625437842656104,-0.10671245804501744,3,80.50251256281406,0.7645491453384644,27.68143954297128,0.8802146602060691,0.011913357288246907,1.0730326234692355e-15
YAR008W,0.0006250000000000144,0.7128768192156343,2.49,0.058823529411764705,0.5552142426113216,-0.1578175113399612,4,82.81407035175879,0.8093730955685617,26.90479828189285,0.8771825163086525,0.011520291823550681,1.5112876196976357e-16
YAR009C,-0.0005882352941176475,0.6435148939108721,2.38,0.0,-0.2246126805266997,0.11475520670742125,5,23.86934673366834,0.48214510194945076,5.183085138180986,0.6360296703018213,0.04185602011870531,3.383111428933312
YAR010C,-0.0006250000000000006,0.4095801012927752,1.8800000000000001,0.058823529411764705,-0.17174601486090185,0.24412209262638143,5,31.95979899497487,0.34738005437101527,3.36508023527543,1.8864468526863583,0.001666666666666669,4.071944949769242
YAR014C,-0.0006249999999999971,0.29984305790696575,1.23,0.058823529411764705,-0.11824968519408736,0.3276279214540891,5,16.93467336683417,0.335010275208724,6.626176799148236,0.16519810840378166,0.01150509533617725,1.3701452719149229e-05
YAR015W,0.0006249999999999971,0.2771161478062944,0.99,0.058823529411764705,0.1948864458260034,0.1842317634985051,4,147.53768844221105,0.39762065348601894,10.724969689718355,0.26380229177096387,0.006546909611524957,7.179626241336058e-18
YAR018C,0.0006250000000000144,0.7631224406181488,2.55,0.058823529411764705,0.738425271994985,0.31998336059019933,2,101.30653266331657,0.7482908245410403,25.21992868220744,1.478845602976149,0.0023502641203630953,1.2355980224576868e-17
YAR019C,-0.0006666666666666622,0.36460877054118646,1.36,0.11764705882352941,0.04381399842078231,-0.19821947901276413,4,38.14070351758794,0.40037842151060815,16.09996959639161,0.3241114040880484,0.009490494280704604,2.32805175216309
YAR020C,-6.938893903907228e-18,0.46794764664436556,2.09,0.058823529411764705,-0.03671563108085126,0.10824035943265775,5,23.86934673366834,0.3296622411968905,8.547954572441853,0.2734304635952987,0.012682351659566302,2.3437233185161948e-15
YAR023C,0.0006666666666666655,0.24070636791650435,1.06,0.11764705882352941,0.3887740149239786,0.2471682857773765,4,171.80904522613065,0.4866638162202788,11.955236270903335,2.125854691736841,0.001666666666666667,3.907792809698267
YAR027W,0.0006250000000000006,0.3258348651924775,1.22,0.058823529411764705,0.532960522816813,0.29290458102259936,2,161.40703517587937,0.5194793779207103,12.899133482415404,0.33904917030380277,0.006183957086175027,3.3411210506466396
YAR028W,0.0006250000000000006,0.2594578181034443,0.87,0.058823529411764705,0.6738644835598712,0.24448510169786702,2,88.5929648241206,0.5580112184036181,22.820330140255543,0.007174299522159831,0.006350091271822755,5.692805177598265e-25
YAR029W,-0.0012500000000000028,0.1674766774807764,0.6100000000000001,0.058823529411764705,0.05065487782158059,-0.06632493723912722,5,56.23115577889447,0.461986421376586,7.014927170832523,0.04358139303909337,0.009355817210673243,1.5571193966554848e-19
YAR030C,3.469446951953614e-18,0.27127016054111075,1.02,0.058823529411764705,0.1915984234394295,0.19587187950926604,4,60.85427135678391,0.44213487861491335,7.556485900584011,0.06482338154746693,0.009760967562400554,1.314016631655737
YAR031W,-0.0011764705882352903,0.3613680273780079,1.46,0.0,0.27243141606487525,0.4968944076126612,4,240.0,0.45637968182662286,5.4346630213162435,0.15814931220161574,0.011142733510064515,0.7436827633074263
YAR033W,0.0006249999999999867,0.3443738656968615,1.18,0.058823529411764705,0.3309762755802495,0.06660691580370087,5,240.0,0.4068966814772391,7.2511531994176,0.17411949191909973,0.04413015366040172,2.4605358025881303
YAR035W,-0.000588235294117641,0.49290818364950134,1.7999999999999998,0.0,0.26945597262886983,0.20407535389534412,5,185.67839195979897,0.4746444324930469,7.7812995746705225,0.06470566336142805,0.011300354871191808,5.451719716071417e-12
YAR037W,-0.0014285714285713982,0.7913718391218518,2.25,0.5882352941176471,-0.4089005166108705,-0.28620641287280996,2,26.70854271356784,0.6150652231830167,32.15503191967464,0.9813314894660946,0.017993149705146216,2.646622109857642
YAR040C,0.0,0.8829779159186258,3.0,0.5294117647058824,0.7243928122604457,0.07564497756157555,2,86.38190954773869,0.7199879609654976,29.689850735341558,0.8502190436048694,0.009805388499812617,8.127558410914782e-31
YAR042W,0.0005882352941176471,0.7757309311279592,3.09,0.0,0.19747928349968627,-0.06679044784488972,4,124.42211055276381,0.45085055177715566,12.443108084510001,0.7727178500768286,0.008027751559139878,2.4398224976926506
YAR043C,0.0006666666666666932,0.878396012943795,3.0,0.11764705882352941,0.5870858108369478,0.3884638875651547,5,191.5075376884422,0.68190145448996,5.253047986965606,1.0759882482978234,0.004576126719560031,4.565285641638893
YAR044W,0.0013333333333333133,0.37115794780958444,1.25,0.11764705882352941,0.24162054173931824,0.2450336519107923,5,134.62311557788945,0.4283134784914062,14.241125616562739,0.35966656592593,0.007445611801770215,3.28035028646565
YAR047C,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
YAR050W,-2.590520390792032e-17,0.4337280253799609,1.66,0.11764705882352941,0.6138728705037348,0.3524593201716655,3,148.6934673366834,0.6956003209795771,19.593925565098637,0.053400212926456914,0.03540597165644089,1.983714258714382e-15
YAR052C,-5.102127870520021e-19,0.2698801476908723,0.9299999999999999,0.0,0.14992034935950568,0.12017041466651619,6,161.40703517587937,0.45383737130725266,5.839977633061535,0.11382195045139044,0.019456412777381162,1.873970050956568e-14
YAR053W,-0.0012499999999999942,0.3509785427914362,1.21,0.058823529411764705,0.40428849275837386,0.3768089610553668,5,240.0,0.45908153149136294,8.285107824540523,0.21949699173696757,0.010065829789218049,0.6604770679001835
YAR060C,0.0012500000000000011,0.641919728237106,2.2199999999999998,0.058823529411764705,-0.02237618738599836,0.11113351615548846,4,118.643216080402,0.303168006453325,11.215146393687549,0.5030209209007489,0.008481132349055981,2.3486732897202467
YAR061W,-0.0017647058823529358,0.40691428919899736,1.38,0.0,-0.16801033526675044,0.23246428745317466,7,20.402010050251256,0.4143989935602385,7.423487084121447,0.31096445756295443,0.01610158956841473,2.2351890335314106
YAR062W,1.8503717077085942e-18,0.4166213308669317,1.7600000000000002,0.11764705882352941,-0.11252404100380978,-0.3150563439881563,3,40.15075376884422,0.37723524260729263,5.046729272453255,0.11369847056984583,0.009925648443021845,0.05243141080194219
YAR064W,3.469446951953614e-18,0.44376232377253483,1.65,0.058823529411764705,0.12487686454139049,0.41199047007980544,4,151.00502512562812,0.4008708189874796,9.170067005016142,0.17606567939019993,0.011604051928710972,0.0024365881294506025
YAR066W,0.000588235294117641,0.4285882514411196,1.6099999999999999,0.0,0.15002890497634905,-0.05723241563846652,4,118.643216080402,0.3163011352208397,13.070148335550124,0.34888629643116864,0.008465122025052523,1.8794956923628203
YAR068W,-0.0006249999999999936,0.2627610309292457,0.92,0.058823529411764705,0.14108322161929504,0.028247229606307312,4,78.19095477386934,0.3898155541494734,11.37242082087695,0.1853147789642225,0.011424076246523793,2.309657394554042e-18
YAR069C,0.0011764705882352918,0.3430123021793341,1.4900000000000002,0.0,0.03824757840242285,0.606784934896182,5,95.52763819095476,0.2996279386038981,9.635394798758904,0.262937504443564,0.010424550317957835,1.6307394718373591
YAR070C,-0.0005882352941176492,0.4755612237227196,1.98,0.0,0.4760200467739564,0.3109645712350201,4,240.0,0.5546143253472724,4.747711376336772,1.4316142194866146,0.0016666666666688066,3.3286717675227857
YAR071W,7.401486830834377e-18,0.7893457206235216,3.19,0.11764705882352941,0.6118970038305739,0.4830820793851117,4,197.9899497487437,0.538579635335384,12.931296496614543,0.765352669634867,0.0050357361246848855,3.838028619606961
YAR073W,-0.001764705882352946,0.39805756743167103,1.4300000000000002,0.0,-0.5944896440279617,0.12544021204397307,6,16.93467336683417,0.607251831244929,1.7105799375486381,0.06439752940984385,0.006126622462251811,2.1558243168049244e-20
YAR074C,-0.0006249999999999971,0.19787839542254226,0.8899999999999999,0.058823529411764705,-0.25523677193858524,-0.29767090561324894,6,15.77889447236181,0.4105386224188586,6.333415934444019,0.024687717662797662,0.007858836684567197,3.2442068737312763e-21
YAR075W,-0.0006249999999999901,0.39170251387373045,1.65,0.058823529411764705,-0.10992512093056048,-0.5004101972758105,4,35.427135678391956,0.5868642359803846,4.591284265777339,0.22410200944094136,0.013588557173573863,1.6821990502777668e-12
YBL001C,-6.938893903907228e-18,0.3127499000799201,1.1400000000000001,0.058823529411764705,-0.215158149365706,-0.0498953883970055,5,23.86934673366834,0.4123966766332758,7.518340707674834,0.7593787919736534,0.001666666666666667,3.7783937638806746
YBL002W,-0.0012500000000000289,0.8476502447943963,3.0999999999999996,0.058823529411764705,0.5678434053855871,-0.13140744554343906,3,86.28140703517587,0.568546618605159,20.405071248622008,0.6646442229679065,0.009775617983820567,2.1610976305610347e-19
YBL003C,0.0006249999999999728,0.5855282737622497,2.17,0.058823529411764705,0.3013891218420215,-0.1528828684583635,4,90.90452261306532,0.45210968110131505,17.60548776177137,0.4163451127484186,0.009352285071355427,1.169827244423771e-24
YBL004W,0.0006250000000000075,0.30291229650676116,1.1,0.058823529411764705,-0.06200340961060736,0.10918661682369707,4,25.025125628140703,0.33744121032400404,7.159046641203905,0.21886783918674962,0.005497475051956193,9.978270175853389e-25
YBL005W,-0.0006250000000000006,0.31655309092630896,1.23,0.058823529411764705,0.6864202082835086,0.4867620535290216,5,194.92462311557787,0.6463694620622739,11.807226447442073,1.266605826626294,0.0021261940311445276,3.436417999831908
YBL005W-A,-0.0006249999999999867,0.5465398973313843,2.2,0.058823529411764705,-0.0814157512698564,-0.23460730018413206,4,51.608040201005025,0.2686663531020453,4.28682693246205,2.5603748396323462,0.001666666666666667,3.909711377713896
YBL005W-B,6.530723674265627e-18,0.5478836286915637,2.14,0.0,-0.23047068313988822,0.06338944009051256,5,23.86934673366834,0.4614896596563703,4.644771358324349,0.23934296649489598,0.014210200052369884,2.10818320725157e-06
YBL006C,-6.938893903907228e-18,0.24596747752497686,0.9299999999999999,0.058823529411764705,-0.18417611796564595,0.24258740749826876,6,23.86934673366834,0.40677795782002607,1.615490040125611,0.4334464467578576,0.0016666666666666698,1.2629918972411182e-23
YBL007C,6.938893903907228e-18,0.2586261781026816,0.85,0.058823529411764705,0.3550196920249723,0.39424455903032557,5,205.32663316582912,0.5116616656110493,8.92667396979418,0.06190965490168975,0.0464465492811541,3.3857428686507824
YBL008W,-0.0005882352941176607,0.38589042315807875,1.3900000000000001,0.0,0.17205417405346154,0.24649196791247024,6,240.0,0.4201119945203931,4.10498881057794,0.16948055674965418,0.010931669451383906,0.7617032967799895
YBL009W,-0.0013333333333333272,0.5166154813355437,1.8299999999999998,0.11764705882352941,0.44744715408569197,-0.12219766919030885,3,114.52261306532662,0.42639690165031924,19.949236296443136,3.273717187328377,0.0016666666666666718,0.837417929405536
YBL010C,6.530723674265627e-18,0.3955636336106924,1.58,0.0,0.2291231722796183,-0.18511874922657792,6,82.81407035175879,0.45883216520735826,15.08624517861094,0.36897168870671937,0.01161601316887624,8.100816582946136e-15
YBL011W,-6.938893903907228e-18,0.24135036772294338,1.01,0.058823529411764705,-0.15982616098232336,0.048189494514719086,5,27.336683417085425,0.358956394260617,6.758687181496281,0.0412063713084328,0.00986670541351823,4.22212253737676e-18
